RaiBlocks, min = Mar 10, 2017 - 0.006658, max = Dec 14, 2017 - 4.02 
OctoCoin, min = Jun 17, 2016 - 0.000029, max = Jun 10, 2017 - 0.030258 
Grid+, min = Nov 02, 2017 - 0.511923, max = Nov 27, 2017 - 1.29 
Swisscoin, min = Nov 25, 2017 - 0.000084, max = Nov 08, 2017 - 0.023571 
FinCoin, min = Oct 24, 2017 - 0.008962, max = Sep 11, 2017 - 0.204068 
Nexus, min = Aug 29, 2015 - 0.000716, max = Dec 18, 2017 - 4.26 
WARP, min = Feb 26, 2017 - 0.000175, max = Mar 04, 2016 - 0.274236 
UniversalRoyalCoin, min = Dec 11, 2017 - 0.000167, max = Jul 05, 2017 - 0.017880 
Metal, min = Jul 07, 2015 - 0.000003, max = Dec 17, 2017 - 0.002332 
Pabyosi, min = Feb 22, 2017 - 0.002953, max = Oct 30, 2017 - 0.443219 
Quotient, min = Aug 19, 2015 - 0.000061, max = Feb 19, 2015 - 0.064036 
TransferCoin, min = Sep 11, 2015 - 0.000231, max = Dec 05, 2017 - 4.87 
CORION, min = Oct 16, 2017 - 0.368673, max = Dec 07, 2017 - 1.09 
SIGMAcoin, min = Nov 30, 2017 - 0.020994, max = Aug 28, 2017 - 0.120656 
Royalties, min = Dec 15, 2017 - 0.000013, max = Jul 25, 2017 - 2.05 
Scorecoin, min = Apr 08, 2017 - 0.000094, max = Jul 14, 2017 - 0.108685 
Orbitcoin, min = Apr 06, 2015 - 0.005195, max = Oct 18, 2017 - 1.30 
RabbitCoin, min = Sep 18, 2017 - 0.000001, max = Jan 10, 2015 - 9.9e-08 
Karmacoin, min = Jun 05, 2015 - 0.000001, max = Mar 09, 2015 - 9e-07 
Gimli, min = Nov 13, 2017 - 0.003465, max = Dec 15, 2017 - 0.026419 
SproutsExtreme, min = Apr 22, 2016 - 0.000004, max = Dec 17, 2017 - 0.000200 
VPNCoin, min = Dec 05, 2014 - 0.000100, max = Jun 24, 2017 - 0.044571 
TEKcoin, min = Aug 16, 2016 - 0.000006, max = Jun 26, 2014 - 0.736186 
Zeitcoin, min = Dec 09, 2016 - 0.000001, max = Sep 24, 2014 - 9e-07 
PRIZM, min = May 30, 2017 - 0.336897, max = Aug 30, 2017 - 2.89 
SaluS, min = Jan 29, 2016 - 0.016917, max = Jun 12, 2017 - 9.76 
RHFCoin, min = Sep 05, 2017 - 0.000213, max = May 12, 2017 - 0.062441 
Veltor, min = Jan 05, 2017 - 0.018327, max = May 02, 2017 - 2.16 
Gas, min = Jul 08, 2017 - 1.47, max = Sep 20, 2017 - 9.77 
Omicron, min = Mar 24, 2017 - 0.009884, max = Dec 17, 2017 - 1.37 
LevoPlus, min = Nov 02, 2017 - 0.001523, max = Mar 14, 2017 - 0.526953 
UltraCoin, min = Mar 10, 2017 - 0.000338, max = Feb 10, 2014 - 0.769513 
AirToken, min = Nov 13, 2017 - 0.004540, max = Oct 13, 2017 - 0.043981 
VectorAI, min = Dec 09, 2015 - 0.000006, max = Nov 23, 2017 - 0.033758 
Particl, min = Aug 31, 2017 - 10.15, max = Aug 12, 2017 - 9.96 
iBTC, min = Dec 02, 2017 - 0.003235, max = Nov 07, 2017 - 0.018729 
Triangles, min = Jul 11, 2016 - 0.012938, max = Jul 11, 2017 - 9.65 
Zilbercoin, min = Dec 17, 2017 - 0.010823, max = Mar 04, 2017 - 9.23 
Cappasity, min = Dec 14, 2017 - 0.013568, max = Dec 06, 2017 - 0.042008 
FrankyWillCoin, min = Aug 18, 2016 - 0.000057, max = Aug 03, 2016 - 0.049324 
Monaco, min = Jul 16, 2017 - 0.641730, max = Oct 16, 2017 - 9.98 
Eternity, min = Jan 14, 2017 - 0.001029, max = Aug 21, 2017 - 1.49 
ParkByte, min = Jul 30, 2015 - 0.000624, max = Jun 05, 2017 - 2.18 
Startcoin, min = Sep 02, 2014 - 0.001436, max = Jun 15, 2014 - 0.410093 
Master, min = Dec 08, 2017 - 0.000519, max = Jun 22, 2017 - 1.80 
Truckcoin, min = May 13, 2015 - 0.000019, max = Oct 17, 2014 - 0.017581 
SuperCoin, min = May 15, 2016 - 0.000128, max = Nov 17, 2017 - 0.251396 
VeriCoin, min = May 22, 2014 - 0.001917, max = Dec 13, 2017 - 1.47 
MCAP, min = Nov 14, 2017 - 0.167768, max = Jun 06, 2017 - 7.88 
WorldCoin, min = Mar 03, 2017 - 0.001933, max = Dec 04, 2013 - 0.930431 
TRON, min = Sep 15, 2017 - 0.001091, max = Dec 18, 2017 - 0.046912 
Regacoin, min = Nov 23, 2016 - 0.000007, max = Sep 23, 2017 - 0.018481 
Coimatic, min = Dec 16, 2017 - 0.000391, max = Jul 25, 2017 - 0.104956 
Ambrosus, min = Oct 23, 2017 - 0.129922, max = Dec 17, 2017 - 0.447084 
Runners, min = Dec 06, 2017 - 0.000117, max = Oct 28, 2017 - 0.000803 
ColossusCoinXT, min = Nov 11, 2017 - 0.000054, max = Nov 25, 2017 - 0.000696 
Dinastycoin, min = Sep 25, 2017 - 0.000187, max = Dec 17, 2017 - 0.002424 
Torcoin, min = Oct 31, 2017 - 0.004915, max = Apr 26, 2017 - 4.65 
EcoCoin, min = Aug 16, 2017 - 0.041946, max = May 26, 2017 - 5.98 
COSS, min = Sep 26, 2017 - 0.030703, max = Dec 18, 2017 - 0.304503 
BitConnect, min = Jan 22, 2017 - 0.123697, max = Aug 10, 2017 - 92.18 
Giga, min = Oct 06, 2017 - 0.942132, max = Sep 04, 2017 - 6.31 
Myriad, min = Jan 13, 2016 - 0.000021, max = Dec 18, 2017 - 0.012221 
Dix, min = Apr 15, 2017 - 0.000221, max = Oct 29, 2017 - 9e-08 
BitBoost, min = Nov 30, 2017 - 0.071047, max = Nov 19, 2017 - 0.436674 
JavaScript, min = Nov 10, 2017 - 0.000293, max = Oct 27, 2017 - 0.032660 
TrickyCoin, min = Jun 24, 2015 - 0.000007, max = Dec 14, 2017 - 0.047911 
808Coin, min = Jan 10, 2017 - 0.000027, max = Aug 30, 2016 - 0.005780 
DopeCoin, min = Jul 23, 2014 - 0.000006, max = Dec 18, 2017 - 0.104341 
TagCoin, min = Apr 14, 2015 - 0.006651, max = Dec 01, 2013 - 4.10 
Cindicator, min = Nov 02, 2017 - 0.006259, max = Dec 18, 2017 - 0.067558 
EventChain, min = Dec 13, 2017 - 0.031711, max = Dec 14, 2017 - 0.182669 
KuCoin, min = Dec 04, 2017 - 0.395628, max = Oct 25, 2017 - 1.14 
MMXVI, min = May 23, 2016 - 0.000067, max = May 09, 2017 - 0.007466 
LockChain, min = Dec 18, 2017 - 0.684387, max = Dec 18, 2017 - 1.09 
Qtum, min = Nov 06, 2017 - 10.06, max = Jul 04, 2017 - 9.94 
Concoin, min = Apr 18, 2017 - 0.001504, max = Jun 25, 2017 - 0.089290 
Everus, min = Dec 18, 2017 - 0.629737, max = Nov 29, 2017 - 6.32 
300, min = Nov 22, 2017 - 107.34, max = Jul 26, 2017 - 668.08 
Kobocoin, min = Apr 18, 2015 - 0.000096, max = Jul 20, 2017 - 0.311125 
TopCoin, min = Jun 18, 2014 - 0.000001, max = Jun 30, 2014 - 8e-07 
Bitcedi, min = Mar 18, 2017 - 0.000123, max = Jun 02, 2016 - 0.016668 
bitCNY, min = Dec 28, 2015 - 0.035511, max = Nov 08, 2015 - 15.52 
EOT, min = Dec 08, 2017 - 0.002951, max = Aug 31, 2017 - 4.41 
Litecred, min = Jun 20, 2016 - 0.000007, max = Dec 11, 2017 - 0.013156 
BowsCoin, min = Oct 10, 2015 - 0.000010, max = Dec 15, 2017 - 0.015475 
Embers, min = Jul 21, 2017 - 0.006449, max = Aug 25, 2017 - 0.736759 
EuropeCoin, min = Jun 27, 2015 - 0.000124, max = Dec 11, 2017 - 0.925263 
Farad, min = Nov 09, 2017 - 0.041282, max = Nov 19, 2017 - 0.658705 
Safe, min = Mar 24, 2017 - 0.000009, max = Jun 17, 2017 - 0.000500 
MagicCoin, min = Dec 08, 2017 - 11.47, max = Dec 08, 2017 - 47.58 
Ethereum, min = Jul 25, 2016 - 0.452446, max = May 21, 2017 - 9.40 
Oceanlab, min = Sep 13, 2017 - 0.011891, max = Dec 12, 2017 - 0.138329 
Starta, min = Dec 17, 2017 - 0.242266, max = Aug 31, 2017 - 1.16 
Mooncoin, min = Sep 04, 2016 - 0.000001, max = Jul 21, 2015 - 9e-07 
Ethereum, min = Oct 21, 2015 - 0.420897, max = May 07, 2017 - 98.24 
BlueCoin, min = Jan 08, 2016 - 0.000005, max = Jul 01, 2016 - 0.044049 
BitcoinX, min = Dec 15, 2017 - 0.056681, max = Dec 15, 2017 - 0.127305 
Sugar, min = Dec 12, 2017 - 0.019713, max = Nov 20, 2017 - 0.138045 
Ebittree, min = Nov 01, 2017 - 0.000129, max = Apr 18, 2017 - 0.229611 
Swarm, min = Mar 31, 2017 - 0.016129, max = Nov 18, 2017 - 7.61 
Elcoin, min = Sep 05, 2016 - 0.002058, max = Jul 06, 2017 - 0.434571 
Falcoin, min = Nov 19, 2017 - 0.000080, max = Oct 13, 2017 - 4.35 
CyberMiles, min = Dec 08, 2017 - 0.129504, max = Dec 06, 2017 - 0.438127 
TIES, min = Nov 11, 2017 - 0.047324, max = Nov 10, 2017 - 0.206879 
Shadow, min = Oct 26, 2017 - 0.005796, max = Dec 15, 2017 - 0.363610 
Deutsche, min = Sep 30, 2016 - 0.000848, max = Dec 15, 2013 - 1.02 
Bitcoin, min = Oct 18, 2016 - 0.000986, max = Dec 11, 2017 - 0.468271 
Auroracoin, min = Jan 14, 2015 - 0.011437, max = Mar 04, 2014 - 97.84 
HarmonyCoin, min = Oct 10, 2017 - 0.003520, max = Aug 01, 2017 - 0.071462 
SportsCoin, min = Oct 06, 2016 - 0.000013, max = Sep 14, 2016 - 0.007337 
CHNCoin, min = Apr 18, 2015 - 0.000183, max = May 08, 2013 - 0.190740 
CryptCoin, min = Nov 13, 2015 - 0.000766, max = Jun 18, 2014 - 1.68 
Ardor, min = Oct 30, 2016 - 0.008368, max = Dec 18, 2017 - 1.18 
Neuro, min = Sep 16, 2017 - 0.000533, max = Jun 13, 2017 - 0.063958 
GameBet, min = Nov 22, 2016 - 0.000052, max = Apr 13, 2016 - 0.012496 
Elementrem, min = Nov 24, 2016 - 0.000199, max = Nov 11, 2017 - 0.202956 
Rupaya, min = Aug 11, 2017 - 0.000343, max = Aug 12, 2017 - 0.269787 
Gold, min = Oct 17, 2017 - 0.068645, max = Dec 17, 2017 - 0.921723 
Gambit, min = Dec 29, 2015 - 0.009067, max = Sep 03, 2017 - 9.99 
Coin(O), min = Apr 30, 2014 - 0.000004, max = Jul 27, 2017 - 0.052042 
Phantomx, min = Nov 27, 2017 - 0.002160, max = Dec 10, 2017 - 0.128135 
Mincoin, min = Feb 19, 2016 - 0.000252, max = Nov 30, 2013 - 1.21 
MobileCash, min = Mar 25, 2017 - 0.000018, max = Dec 23, 2016 - 0.006389 
Ubiq, min = Mar 26, 2017 - 0.000400, max = Aug 30, 2017 - 3.41 
Dotcoin, min = Mar 19, 2015 - 0.000023, max = Dec 16, 2017 - 0.019370 
BitQuark, min = Aug 21, 2014 - 0.000026, max = Oct 25, 2017 - 0.043820 
ReddCoin, min = Apr 30, 2015 - 0.000006, max = Jun 05, 2017 - 0.003553 
SafeCoin, min = Sep 30, 2016 - 0.000006, max = Jun 11, 2016 - 0.057776 
President, min = Oct 18, 2016 - 0.000661, max = Jan 15, 2017 - 0.065588 
Dollar, min = Feb 10, 2017 - 0.001903, max = Jun 14, 2017 - 0.061571 
SportyFi, min = Dec 16, 2017 - 0.094103, max = Dec 14, 2017 - 0.280364 
Minex, min = Nov 30, 2017 - 0.011992, max = Aug 15, 2017 - 0.876863 
Rustbits, min = Aug 09, 2017 - 0.005489, max = Nov 11, 2017 - 0.160099 
TaaS, min = May 06, 2017 - 0.770451, max = Oct 31, 2017 - 7.69 
Tether, min = Mar 02, 2015 - 0.568314, max = Feb 25, 2015 - 1.22 
ZenCash, min = Sep 02, 2017 - 10.09, max = Aug 24, 2017 - 9.97 
VoteCoin, min = Dec 07, 2017 - 0.002991, max = Dec 18, 2017 - 0.021482 
Ink, min = Nov 22, 2017 - 0.130053, max = Dec 18, 2017 - 0.810658 
Paragon, min = Nov 28, 2017 - 0.173700, max = Oct 26, 2017 - 1.89 
iXledger, min = Sep 10, 2017 - 0.045011, max = Aug 29, 2017 - 1.10 
Tellurion, min = Dec 07, 2016 - 0.000001, max = Mar 29, 2017 - 8.4e-07 
Blackmoon, min = Nov 30, 2017 - 0.349456, max = Sep 25, 2017 - 1.48 
Musicoin, min = Mar 25, 2017 - 0.000733, max = Aug 27, 2017 - 0.049817 
AvatarCoin, min = Feb 09, 2016 - 0.000011, max = Aug 21, 2017 - 0.349832 
Ormeus, min = Oct 15, 2017 - 0.227695, max = Nov 19, 2017 - 5.30 
PX, min = Oct 17, 2016 - 0.000006, max = Dec 17, 2017 - 0.002995 
iQuant, min = Dec 18, 2017 - 0.067291, max = Sep 30, 2017 - 3.12 
CarTaxi, min = Nov 29, 2017 - 0.019360, max = Nov 08, 2017 - 0.108337 
EDRCoin, min = Aug 18, 2017 - 0.004663, max = Jul 06, 2016 - 6.08 
Shilling, min = Feb 26, 2017 - 0.000081, max = Dec 17, 2017 - 0.012780 
Dent, min = Oct 23, 2017 - 0.000277, max = Dec 17, 2017 - 0.016914 
EmberCoin, min = Nov 18, 2017 - 0.000001, max = Aug 29, 2017 - 0.000698 
Eroscoin, min = Dec 18, 2017 - 0.040385, max = Dec 07, 2017 - 0.210541 
Primas, min = Oct 15, 2017 - 0.057090, max = Aug 29, 2017 - 0.751587 
Red, min = Nov 02, 2017 - 0.029971, max = Dec 18, 2017 - 0.143303 
BitShares, min = Jan 07, 2016 - 0.002387, max = Jun 10, 2017 - 0.467672 
Bitgem, min = Aug 25, 2016 - 0.026688, max = Feb 17, 2014 - 9.92 
Stress, min = Mar 11, 2016 - 0.000004, max = Aug 25, 2016 - 0.004187 
CageCoin, min = Nov 01, 2017 - 0.000001, max = Feb 17, 2016 - 9e-08 
Environ, min = Nov 09, 2017 - 0.000001, max = Nov 11, 2017 - 5.2e-07 
PotCoin, min = Feb 14, 2014 - 0.000006, max = Dec 06, 2017 - 0.493014 
Ethereum, min = Dec 09, 2017 - 0.007129, max = Oct 25, 2017 - 0.224427 
Joulecoin, min = Aug 22, 2016 - 0.000065, max = Dec 14, 2013 - 0.152674 
Hyper, min = Dec 20, 2015 - 0.000462, max = Jan 01, 2015 - 0.192084 
Storjcoin, min = Aug 25, 2014 - 0.005011, max = Aug 12, 2017 - 1.78 
NoLimitCoin, min = Nov 02, 2016 - 0.000027, max = Aug 29, 2017 - 0.577043 
Litecoin, min = Jun 15, 2014 - 0.005739, max = Dec 14, 2017 - 9.82 
TrezarCoin, min = Sep 29, 2017 - 0.003468, max = Dec 04, 2017 - 0.138872 
PayCon, min = Nov 20, 2016 - 0.000086, max = Dec 08, 2017 - 0.056567 
Minereum, min = May 13, 2017 - 0.068893, max = Jun 15, 2017 - 9.91 
Elysium, min = Aug 27, 2017 - 0.000087, max = Jul 17, 2017 - 0.015255 
BitAlphaCoin, min = Apr 06, 2017 - 0.000023, max = Jan 25, 2016 - 0.068000 
FlutterCoin, min = Mar 19, 2017 - 0.000031, max = Apr 18, 2014 - 0.014138 
Copico, min = Dec 05, 2017 - 0.014375, max = Dec 16, 2017 - 0.084922 
CoExistCoin, min = May 30, 2016 - 0.000066, max = Sep 24, 2017 - 0.273108 
Populous, min = Jul 16, 2017 - 0.905822, max = Nov 20, 2017 - 9.88 
Psilocybin, min = Mar 26, 2016 - 0.000012, max = Dec 14, 2017 - 0.045487 
KickCoin, min = Nov 30, 2017 - 0.017589, max = Oct 04, 2017 - 0.894248 
LiteBar, min = Jan 05, 2017 - 0.004051, max = Apr 05, 2014 - 1.82 
CrowdCoin, min = Dec 17, 2017 - 2.78, max = Dec 15, 2017 - 7.66 
Freicoin, min = Oct 09, 2016 - 0.000074, max = Dec 01, 2013 - 0.596794 
NetCoin, min = Feb 09, 2017 - 0.000029, max = Jan 03, 2014 - 0.033763 
Linx, min = Jun 21, 2017 - 0.014039, max = Dec 18, 2017 - 0.269407 
Fonziecoin, min = Sep 23, 2015 - 0.000009, max = Dec 08, 2017 - 0.001233 
The, min = Apr 24, 2017 - 0.000101, max = Oct 20, 2017 - 0.001020 
DigitalNote, min = Jun 29, 2014 - 0.000012, max = Dec 18, 2017 - 0.014130 
Monero, min = Jan 14, 2015 - 0.212967, max = Aug 23, 2017 - 99.71 
Dubstep, min = Jan 03, 2016 - 0.000013, max = Dec 11, 2017 - 0.003378 
CampusCoin, min = Aug 06, 2017 - 0.000158, max = Dec 04, 2017 - 0.005195 
Nuls, min = Oct 28, 2017 - 0.094801, max = Dec 07, 2017 - 1.29 
BuzzCoin, min = Oct 16, 2017 - 0.000135, max = Sep 20, 2017 - 0.002991 
TAGRcoin, min = Aug 05, 2016 - 0.000006, max = Dec 08, 2017 - 0.001761 
CryptoCarbon, min = Mar 10, 2017 - 0.012518, max = Feb 05, 2017 - 8.86 
Tigercoin, min = Feb 08, 2017 - 0.000011, max = Dec 21, 2013 - 0.051733 
Iconic, min = Apr 24, 2017 - 0.003982, max = Sep 22, 2017 - 0.293328 
Veritaseum, min = Jun 11, 2017 - 0.000337, max = Sep 11, 2017 - 98.66 
Mercury, min = Apr 02, 2017 - 0.001006, max = Dec 18, 2017 - 0.902618 
Infinity, min = Oct 23, 2017 - 0.009022, max = Nov 07, 2017 - 0.094216 
ZetaMicron, min = Dec 16, 2016 - 0.000008, max = Dec 12, 2017 - 0.000348 
SpreadCoin, min = Nov 02, 2014 - 0.001283, max = Aug 26, 2017 - 3.43 
Open, min = Oct 26, 2017 - 1.05, max = Nov 05, 2017 - 9.92 
Golos, min = Mar 13, 2017 - 0.008787, max = Dec 13, 2016 - 1.58 
NevaCoin, min = Oct 12, 2016 - 0.001210, max = Nov 03, 2017 - 0.183052 
PlayerCoin, min = Nov 23, 2017 - 0.000405, max = Oct 29, 2017 - 0.002511 
SpaceCoin, min = Oct 27, 2015 - 0.000020, max = Jul 05, 2016 - 0.067543 
ION, min = Feb 07, 2017 - 0.008322, max = Dec 12, 2017 - 3.05 
42-coin, min = Feb 11, 2014 - 100,592, max = Jan 18, 2015 - 999.82 
Chronobank, min = Feb 27, 2017 - 1.18, max = Mar 27, 2017 - 9.81 
Circuits, min = Mar 31, 2017 - 0.000010, max = Dec 18, 2017 - 0.021249 
Cabbage, min = May 25, 2016 - 0.000027, max = Apr 08, 2016 - 0.038222 
Ixcoin, min = Jul 07, 2013 - 0.002272, max = Jun 01, 2017 - 0.389691 
Dynamic, min = Apr 04, 2017 - 0.288601, max = Dec 18, 2017 - 5.99 
Decred, min = Dec 28, 2016 - 0.394796, max = Dec 17, 2017 - 94.14 
Sequence, min = Jan 05, 2017 - 0.003004, max = Dec 18, 2017 - 0.351759 
Link, min = Nov 18, 2017 - 10.00, max = Aug 29, 2017 - 98.76 
Burst, min = Nov 11, 2015 - 0.000031, max = Dec 17, 2017 - 0.031048 
VeriumReserve, min = Dec 25, 2016 - 0.025303, max = Jun 24, 2017 - 4.60 
Comet, min = Oct 24, 2016 - 0.000667, max = Dec 05, 2017 - 0.793477 
BriaCoin, min = Jun 29, 2017 - 0.013751, max = Sep 29, 2017 - 8.80 
ATMCoin, min = Nov 23, 2017 - 0.576554, max = Dec 17, 2017 - 5.54 
Fazzcoin, min = Oct 17, 2017 - 0.000632, max = Apr 21, 2017 - 1.60 
Global, min = Nov 21, 2015 - 0.001989, max = Dec 06, 2017 - 0.513859 
Nxt, min = Dec 15, 2013 - 0.000616, max = Dec 18, 2017 - 1.14 
Masternodecoin, min = Sep 13, 2017 - 0.038890, max = Nov 13, 2017 - 0.479233 
DECENT, min = Jan 07, 2017 - 0.078296, max = Jun 13, 2017 - 9.27 
Virta, min = Nov 03, 2017 - 0.000718, max = Aug 22, 2017 - 0.087147 
TheCreed, min = Aug 14, 2016 - 0.000006, max = Dec 11, 2017 - 0.000700 
Exchange, min = Oct 26, 2017 - 1.90, max = Nov 28, 2017 - 9.95 
Monetha, min = Nov 30, 2017 - 0.047472, max = Sep 07, 2017 - 0.411638 
KekCoin, min = Aug 13, 2017 - 0.033434, max = Dec 18, 2017 - 0.171854 
Grantcoin, min = Mar 08, 2017 - 0.000025, max = Dec 16, 2017 - 0.010494 
DAPPSTER, min = Dec 03, 2016 - 0.000015, max = Dec 17, 2017 - 0.000799 
TodayCoin, min = Dec 03, 2016 - 0.000015, max = Aug 31, 2016 - 0.040229 
ZSEcoin, min = May 04, 2017 - 0.000836, max = Apr 01, 2017 - 0.273737 
UR, min = Nov 14, 2017 - 0.000131, max = Mar 04, 2017 - 0.014029 
Privatix, min = Dec 02, 2017 - 1.05, max = Nov 22, 2017 - 4.98 
Steem, min = Sep 08, 2016 - 0.738841, max = Dec 08, 2017 - 9.84 
StarCash, min = Dec 14, 2017 - 0.003666, max = Dec 06, 2017 - 1.57 
BitcoinCashScrypt, min = Nov 02, 2017 - 0.001059, max = Oct 21, 2017 - 0.363453 
Accelerator, min = Dec 16, 2017 - 2.51, max = Nov 29, 2017 - 8.86 
Goodomy, min = Aug 05, 2017 - 0.000035, max = Jul 03, 2017 - 0.015065 
HODL, min = Nov 29, 2017 - 0.019590, max = Sep 30, 2017 - 0.692389 
Altcoin, min = Apr 28, 2017 - 0.870532, max = Nov 05, 2017 - 9.98 
Emphy, min = Dec 14, 2017 - 0.036180, max = Nov 15, 2017 - 0.400930 
Digital, min = Sep 17, 2017 - 0.000193, max = Jun 13, 2017 - 0.163783 
BitSoar, min = Oct 25, 2017 - 0.055528, max = Nov 25, 2017 - 0.547007 
PutinCoin, min = Sep 03, 2016 - 0.000064, max = Nov 29, 2017 - 0.192818 
Mysterium, min = Jul 16, 2017 - 0.429764, max = Jun 20, 2017 - 4.56 
Rialto, min = Jul 17, 2017 - 0.017073, max = Aug 30, 2017 - 2.04 
Stellar, min = Nov 18, 2014 - 0.001227, max = Dec 17, 2017 - 0.300678 
MobileGo, min = Nov 02, 2017 - 0.231276, max = Jun 11, 2017 - 4.41 
netBit, min = Jan 10, 2017 - 0.000190, max = Dec 18, 2017 - 0.131138 
Ccore, min = Dec 18, 2017 - 0.297330, max = Dec 13, 2017 - 1.67 
ETHGAS, min = Nov 05, 2017 - 0.000593, max = Dec 13, 2017 - 0.032706 
UFO, min = Mar 18, 2015 - 0.000002, max = Mar 03, 2014 - 0.005969 
FORCE, min = Nov 07, 2017 - 0.000769, max = Dec 15, 2017 - 0.128642 
Aeron, min = Nov 10, 2017 - 0.255774, max = Dec 18, 2017 - 1.26 
CHIPS, min = Oct 16, 2017 - 0.056062, max = Sep 27, 2017 - 0.396370 
Digital, min = May 20, 2016 - 0.000004, max = Nov 18, 2015 - 0.007813 
VIVO, min = Oct 15, 2017 - 0.612481, max = Dec 14, 2017 - 9.87 
BiosCrypto, min = Oct 09, 2015 - 0.000024, max = Apr 17, 2017 - 0.024714 
WINCOIN, min = Dec 10, 2017 - 0.526675, max = Nov 22, 2017 - 1.98 
BOAT, min = Apr 11, 2017 - 0.000017, max = Sep 09, 2017 - 0.007207 
InvisibleCoin, min = Nov 06, 2015 - 0.000273, max = Jul 31, 2017 - 0.878980 
Breakout, min = Dec 18, 2016 - 0.008018, max = Jul 04, 2016 - 683.66 
BridgeCoin, min = Oct 30, 2017 - 0.074523, max = Dec 17, 2017 - 1.73 
Royal, min = Oct 23, 2017 - 0.277266, max = Nov 12, 2017 - 3.30 
Tyrocoin, min = May 22, 2017 - 0.001416, max = Apr 28, 2017 - 0.568443 
Zero, min = Nov 27, 2017 - 0.073307, max = Dec 11, 2017 - 0.892150 
Zennies, min = Oct 23, 2017 - 0.000856, max = Jun 07, 2017 - 0.004397 
iCoin, min = May 15, 2014 - 0.000009, max = Nov 04, 2017 - 0.243512 
RChain, min = Oct 14, 2017 - 0.023524, max = Oct 08, 2017 - 1.49 
iExec, min = Apr 24, 2017 - 0.235380, max = Jun 07, 2017 - 1.32 
KushCoin, min = Feb 11, 2017 - 0.001975, max = Dec 17, 2017 - 0.126320 
Matchpool, min = Apr 15, 2017 - 0.071166, max = Dec 18, 2017 - 0.808375 
Philosopher, min = Apr 07, 2016 - 0.000425, max = Dec 20, 2013 - 0.265047 
Rivetz, min = Oct 14, 2017 - 0.222226, max = Oct 08, 2017 - 3.01 
Bitcoin, min = Dec 09, 2014 - 0.000018, max = Dec 15, 2017 - 0.250105 
Metal, min = Jul 09, 2017 - 1.21, max = Oct 01, 2017 - 9.97 
B2B, min = Dec 13, 2017 - 0.277726, max = Dec 14, 2017 - 5.67 
Pirl, min = Oct 27, 2017 - 0.114543, max = Dec 11, 2017 - 1.30 
StarCredits, min = Oct 14, 2017 - 0.086109, max = Dec 14, 2017 - 1.63 
Cash, min = Dec 15, 2017 - 0.016861, max = Oct 29, 2017 - 0.182821 
Independent, min = May 02, 2016 - 0.000102, max = Sep 16, 2017 - 0.072855 
CompuCoin, min = Oct 08, 2015 - 0.000007, max = Dec 12, 2017 - 0.011325 
Request, min = Nov 02, 2017 - 0.031107, max = Dec 18, 2017 - 0.377645 
Jewels, min = Oct 11, 2017 - 0.000811, max = Mar 30, 2017 - 0.028673 
BitCentavo, min = Oct 06, 2017 - 0.000001, max = Oct 01, 2014 - 9e-07 
DAS, min = Nov 30, 2017 - 0.003065, max = Sep 12, 2017 - 0.336853 
Future, min = Dec 11, 2017 - 0.000003, max = Jul 03, 2017 - 0.087491 
Atmos, min = Apr 25, 2017 - 0.008298, max = Dec 18, 2017 - 0.086399 
BERNcash, min = Jul 13, 2016 - 0.000040, max = Jun 06, 2017 - 0.024014 
AirSwap, min = Nov 30, 2017 - 0.178633, max = Oct 17, 2017 - 0.455638 
Maker, min = Dec 17, 2017 - 1046.66, max = Dec 14, 2017 - 872.26 
Compcoin, min = Aug 29, 2017 - 0.505132, max = Oct 07, 2017 - 8.25 
Gifto, min = Dec 18, 2017 - 0.285227, max = Dec 18, 2017 - 0.348851 
Slimcoin, min = Jul 14, 2017 - 0.001079, max = Aug 05, 2017 - 0.063613 
Ripple, min = Jul 07, 2014 - 0.002802, max = Dec 14, 2017 - 0.892267 
bitqy, min = Nov 17, 2017 - 0.002632, max = Oct 01, 2017 - 0.095875 
PlusCoin, min = Nov 27, 2017 - 0.000445, max = Nov 16, 2017 - 0.001537 
P7Coin, min = Aug 29, 2015 - 0.000002, max = Apr 18, 2015 - 0.000832 
ZClassic, min = Jan 07, 2017 - 0.303193, max = May 16, 2017 - 9.97 
Frazcoin, min = Nov 25, 2017 - 0.000169, max = Aug 24, 2017 - 0.020958 
EquiTrader, min = Jun 04, 2017 - 0.090980, max = Nov 18, 2017 - 3.55 
CyberCoin, min = Aug 26, 2015 - 0.000002, max = Feb 05, 2017 - 0.004526 
Unify, min = Jun 26, 2017 - 0.004464, max = Oct 22, 2017 - 0.178640 
Dashs, min = May 13, 2017 - 0.000943, max = Dec 05, 2017 - 0.141830 
SatoshiMadness, min = Sep 10, 2015 - 0.000002, max = Dec 17, 2017 - 0.000200 
Argus, min = Mar 13, 2017 - 0.000390, max = Mar 01, 2017 - 2.36 
GOLD, min = Dec 14, 2017 - 1.67, max = Nov 26, 2017 - 7.53 
Prime-XI, min = May 12, 2015 - 0.000054, max = Dec 16, 2017 - 0.019519 
FLiK, min = Nov 29, 2017 - 0.024465, max = Oct 17, 2017 - 0.356020 
Clams, min = Oct 07, 2014 - 0.029818, max = Oct 03, 2017 - 9.82 
BlockCAT, min = Oct 21, 2017 - 0.487374, max = Sep 29, 2017 - 7.10 
Magnum, min = Mar 19, 2017 - 0.000104, max = Feb 08, 2017 - 0.375805 
